"to_date","emp_no","title","first_name","last_name","to_date-2","from_date","birth_date"
"9999-01-01",80067,"Staff","Kazuhisa","Weiland","1986-11-09","1985-11-09","1965-01-19"
"9999-01-01",79763,"Staff","Sanjoy","Barreiro","1989-04-09","1988-04-09","1965-01-20"
"9999-01-01",79763,"Senior Staff","Sanjoy","Barreiro","1989-04-09","1988-04-09","1965-01-20"
"9999-01-01",80067,"Senior Staff","Kazuhisa","Weiland","1986-11-09","1985-11-09","1965-01-19"
"9999-01-01",80432,"Staff","Stella","Figueira","1991-03-14","1990-03-14","1965-01-17"
"9999-01-01",80203,"Staff","Shakhar","Baik","1994-12-01","1993-12-01","1965-01-22"
"9999-01-01",80432,"Senior Staff","Stella","Figueira","1991-03-14","1990-03-14","1965-01-17"
"9999-01-01",80731,"Staff","Shaowen","Eldridge","1988-12-04","1987-12-05","1965-01-25"
"9999-01-01",80731,"Senior Staff","Shaowen","Eldridge","1988-12-04","1987-12-05","1965-01-25"
"9999-01-01",80889,"Senior Engineer","Shigeo","Linnainmaa","1986-07-30","1985-07-30","1965-01-07"
"9999-01-01",80948,"Senior Engineer","Harjit","Bardell","1992-05-23","1991-05-24","1965-01-27"
"9999-01-01",80948,"Engineer","Harjit","Bardell","1992-05-23","1991-05-24","1965-01-27"
"9999-01-01",81105,"Senior Engineer","Jaewon","Boissier","1993-05-24","1992-05-24","1965-01-14"
"9999-01-01",80850,"Senior Engineer","Koldo","Luit","1996-04-15","1995-04-16","1965-02-01"
"9999-01-01",80850,"Engineer","Koldo","Luit","1996-04-15","1995-04-16","1965-02-01"
"9999-01-01",81105,"Engineer","Jaewon","Boissier","1993-05-24","1992-05-24","1965-01-14"
"9999-01-01",81545,"Technique Leader","Larisa","Kornyak","1997-03-10","1996-03-10","1965-01-13"
"9999-01-01",82069,"Senior Engineer","Yechezkel","Perfilyeva","1995-11-03","1994-11-03","1965-01-20"
"9999-01-01",81644,"Staff","Divine","Ghandeharizadeh","1998-11-28","1997-11-28","1965-01-05"
"9999-01-01",82069,"Engineer","Yechezkel","Perfilyeva","1995-11-03","1994-11-03","1965-01-20"
"9999-01-01",82098,"Senior Engineer","Poornachandra","Wilharm","1992-04-19","1991-04-20","1965-01-25"
"9999-01-01",82098,"Engineer","Poornachandra","Wilharm","1992-04-19","1991-04-20","1965-01-25"
"9999-01-01",81995,"Senior Engineer","Sreekrishna","Brender","1991-03-22","1990-03-22","1965-01-10"
"9999-01-01",81995,"Engineer","Sreekrishna","Brender","1991-03-22","1990-03-22","1965-01-10"
"9999-01-01",82351,"Senior Staff","Stevo","Thambidurai","1990-10-27","1989-10-27","1965-01-26"
"9999-01-01",83509,"Senior Engineer","Breannda","Collavizza","1990-10-12","1989-10-12","1965-01-04"
"9999-01-01",82511,"Engineer","Uwe","Koblick","1999-04-04","1998-04-04","1965-01-27"
"9999-01-01",82919,"Engineer","Shigeu","Claffy","1999-02-03","1998-02-03","1965-01-05"
"9999-01-01",82928,"Senior Engineer","Alselm","Rikino","1991-11-16","1990-11-16","1965-01-27"
"9999-01-01",82928,"Engineer","Alselm","Rikino","1991-11-16","1990-11-16","1965-01-27"
"9999-01-01",83280,"Senior Engineer","Francesca","Ellozy","2000-08-07","1999-08-08","1965-01-07"
"9999-01-01",83289,"Senior Engineer","Shigeichiro","Engelmann","1995-01-09","1994-01-09","1965-01-09"
"9999-01-01",83289,"Engineer","Shigeichiro","Engelmann","1995-01-09","1994-01-09","1965-01-09"
"9999-01-01",83509,"Engineer","Breannda","Collavizza","1990-10-12","1989-10-12","1965-01-04"
"9999-01-01",83544,"Staff","Leaf","Baak","1995-09-05","1994-09-05","1965-01-18"
"9999-01-01",83544,"Senior Staff","Leaf","Baak","1995-09-05","1994-09-05","1965-01-18"
"9999-01-01",83805,"Senior Engineer","Manohar","Harllee","1988-03-10","1987-03-11","1965-01-23"
"9999-01-01",83714,"Senior Engineer","Ohad","Kilgore","1991-07-01","1990-07-01","1965-01-27"
"9999-01-01",83714,"Engineer","Ohad","Kilgore","1991-07-01","1990-07-01","1965-01-27"
"9999-01-01",84029,"Staff","Babette","Eugenio","1998-09-21","1997-09-21","1965-01-27"
"9999-01-01",84315,"Assistant Engineer","Kristina","Baumann","1997-09-26","1996-09-26","1965-01-23"
"9999-01-01",83941,"Staff","Zsolt","Hagimont","1997-10-08","1996-10-08","1965-01-11"
"9999-01-01",83941,"Senior Staff","Zsolt","Hagimont","1997-10-08","1996-10-08","1965-01-11"
"9999-01-01",84451,"Senior Engineer","Shiv","Aumann","1999-06-14","1998-06-14","1965-01-20"
"9999-01-01",84179,"Senior Engineer","Shuichi","Nanard","1990-03-14","1989-03-14","1965-01-25"
"9999-01-01",84236,"Staff","Eberhardt","Barriga","1988-06-03","1987-06-04","1965-01-18"
"9999-01-01",84236,"Senior Staff","Eberhardt","Barriga","1988-06-03","1987-06-04","1965-01-18"
"9999-01-01",84508,"Engineer","Tommaso","Vidya","1999-05-02","1998-05-02","1965-01-17"
"9999-01-01",84840,"Staff","Sverrir","Neimat","1997-11-03","1996-11-03","1965-01-14"
"9999-01-01",85288,"Senior Engineer","Younwoo","Luders","1996-03-30","1995-03-31","1965-01-06"
"9999-01-01",84922,"Engineer","Parke","Unno","1997-07-01","1996-07-01","1965-01-22"
"9999-01-01",84942,"Technique Leader","Shin","Fujisaki","1989-02-22","1988-02-23","1965-01-15"
"9999-01-01",85288,"Engineer","Younwoo","Luders","1996-03-30","1995-03-31","1965-01-06"
"9999-01-01",85414,"Staff","Chiradeep","Callaway","2000-07-29","1999-07-30","1965-01-14"
"9999-01-01",85216,"Senior Staff","Ferdinand","Rosiles","1998-07-08","1997-07-08","1965-01-18"
"9999-01-01",85702,"Engineer","Udi","Merks","1998-08-15","1997-08-15","1965-01-04"
"9999-01-01",85445,"Staff","Yongdong","Pollock","1999-03-17","1998-03-17","1965-01-09"
"9999-01-01",86354,"Senior Engineer","Ronghao","Segond","1994-09-13","1993-09-13","1965-01-27"
"9999-01-01",85874,"Senior Staff","Pasqua","Taubman","1987-06-23","1986-06-23","1965-01-30"
"9999-01-01",86422,"Staff","Jaewon","Thummel","1986-09-14","1985-09-14","1965-02-01"
"9999-01-01",86213,"Staff","Kristine","Clemencon","1991-04-22","1990-04-22","1965-01-28"
"9999-01-01",86213,"Senior Staff","Kristine","Clemencon","1991-04-22","1990-04-22","1965-01-28"
"9999-01-01",86422,"Senior Staff","Jaewon","Thummel","1986-09-14","1985-09-14","1965-02-01"
"9999-01-01",86546,"Senior Engineer","Oldrich","Woycyznski","1986-05-15","1985-05-15","1965-01-09"
"9999-01-01",86546,"Engineer","Oldrich","Woycyznski","1986-05-15","1985-05-15","1965-01-09"
"9999-01-01",87129,"Staff","Keung","Neiman","1998-04-13","1997-04-13","1965-01-16"
"9999-01-01",86655,"Engineer","Zhenhua","Lorys","1996-08-20","1995-08-21","1965-01-01"
"9999-01-01",86672,"Staff","JoAnne","Anido","1996-09-14","1995-09-15","1965-01-15"
"9999-01-01",87353,"Senior Engineer","Quingbo","Coombs","2000-01-17","1999-01-17","1965-01-07"
"9999-01-01",87714,"Engineer","Khun","Janetzko","1990-09-13","1989-09-13","1965-01-16"
"9999-01-01",87714,"Assistant Engineer","Khun","Janetzko","1990-09-13","1989-09-13","1965-01-16"
"9999-01-01",87729,"Staff","Yongmin","Roccetti","1987-12-10","1986-12-10","1965-01-24"
"9999-01-01",87729,"Senior Staff","Yongmin","Roccetti","1987-12-10","1986-12-10","1965-01-24"
"9999-01-01",87783,"Senior Engineer","Conor","Thorensen","1989-02-23","1988-02-24","1965-01-26"
"9999-01-01",88103,"Senior Staff","Goo","Bresenham","2000-01-31","1999-01-31","1965-01-09"
"9999-01-01",88647,"Engineer","Vasiliy","Ratnaker","1996-08-08","1995-08-09","1965-01-10"
"9999-01-01",88411,"Engineer","Lena","Cannane","2001-01-27","2000-01-28","1965-01-31"
"9999-01-01",88422,"Technique Leader","Jungsoon","Birsak","1986-04-03","1985-04-03","1965-01-28"
"9999-01-01",89048,"Senior Engineer","Otmar","Birjandi","1986-03-23","1985-03-23","1965-01-24"
"9999-01-01",89048,"Engineer","Otmar","Birjandi","1986-03-23","1985-03-23","1965-01-24"
"9999-01-01",89090,"Staff","Tetsushi","Theuretzbacher","1991-02-01","1990-02-01","1965-01-26"
"9999-01-01",88958,"Staff","Vojin","Coombs","1996-07-22","1995-07-23","1965-01-22"
"9999-01-01",88958,"Senior Staff","Vojin","Coombs","1996-07-22","1995-07-23","1965-01-22"
"9999-01-01",88965,"Engineer","Mang","Hedayat","1996-05-21","1995-05-22","1965-01-20"
"9999-01-01",89090,"Senior Staff","Tetsushi","Theuretzbacher","1991-02-01","1990-02-01","1965-01-26"
"9999-01-01",89346,"Engineer","Mansur","Comyn","2000-08-30","1999-08-31","1965-01-13"
"9999-01-01",89161,"Staff","Conal","Yetto","1992-01-12","1991-01-12","1965-01-07"
"9999-01-01",89161,"Senior Staff","Conal","Yetto","1992-01-12","1991-01-12","1965-01-07"
"9999-01-01",89207,"Staff","Along","Erol","1993-10-16","1992-10-16","1965-01-15"
"9999-01-01",89207,"Senior Staff","Along","Erol","1993-10-16","1992-10-16","1965-01-15"
"9999-01-01",89590,"Staff","Guther","Rothenberg","1992-08-07","1991-08-08","1965-01-27"
"9999-01-01",89590,"Senior Staff","Guther","Rothenberg","1992-08-07","1991-08-08","1965-01-27"
"9999-01-01",89664,"Staff","Pranjal","Rossi","1999-07-07","1998-07-07","1965-01-20"
"9999-01-01",89680,"Senior Engineer","Aiman","Mawatari","1989-05-01","1988-05-01","1965-01-27"
"9999-01-01",89680,"Engineer","Aiman","Mawatari","1989-05-01","1988-05-01","1965-01-27"
"9999-01-01",89922,"Senior Engineer","Alexius","Ibel","1989-04-24","1988-04-24","1965-01-26"
"9999-01-01",89922,"Engineer","Alexius","Ibel","1989-04-24","1988-04-24","1965-01-26"
"9999-01-01",89941,"Senior Staff","Arnould","Weedman","1990-07-28","1989-07-28","1965-01-23"
"9999-01-01",89806,"Senior Engineer","Xiadong","Shinomoto","1998-05-24","1997-05-24","1965-01-27"
"9999-01-01",89806,"Engineer","Xiadong","Shinomoto","1998-05-24","1997-05-24","1965-01-27"
"9999-01-01",90211,"Engineer","Bader","Denis","1998-10-06","1997-10-06","1965-01-15"
"9999-01-01",90077,"Engineer","Vivian","Guerreiro","1992-07-07","1991-07-08","1965-01-24"
"9999-01-01",90077,"Assistant Engineer","Vivian","Guerreiro","1992-07-07","1991-07-08","1965-01-24"
"9999-01-01",90084,"Senior Engineer","Renny","Bale","1990-11-22","1989-11-22","1965-01-01"
"9999-01-01",90084,"Engineer","Renny","Bale","1990-11-22","1989-11-22","1965-01-01"
"9999-01-01",90518,"Staff","Fumiko","Chepyzhov","1989-01-27","1988-01-28","1965-01-24"
"9999-01-01",90292,"Senior Engineer","Koichi","Assaf","1991-05-26","1990-05-26","1965-01-09"
"9999-01-01",90292,"Engineer","Koichi","Assaf","1991-05-26","1990-05-26","1965-01-09"
"9999-01-01",90518,"Senior Staff","Fumiko","Chepyzhov","1989-01-27","1988-01-28","1965-01-24"
"9999-01-01",90692,"Staff","Rajmohan","DasSarma","1986-09-14","1985-09-14","1965-01-03"
"9999-01-01",90692,"Senior Staff","Rajmohan","DasSarma","1986-09-14","1985-09-14","1965-01-03"
"9999-01-01",91172,"Staff","Kazuhisa","Melter","1988-07-15","1987-07-16","1965-01-19"
"9999-01-01",90614,"Engineer","Yonghoan","Trogemann","1989-09-23","1988-09-23","1965-01-29"
"9999-01-01",90614,"Assistant Engineer","Yonghoan","Trogemann","1989-09-23","1988-09-23","1965-01-29"
"9999-01-01",91172,"Senior Staff","Kazuhisa","Melter","1988-07-15","1987-07-16","1965-01-19"
"9999-01-01",91182,"Senior Engineer","Lucien","Schwartzburd","1989-08-25","1988-08-25","1965-01-04"
"9999-01-01",91182,"Engineer","Lucien","Schwartzburd","1989-08-25","1988-08-25","1965-01-04"
"9999-01-01",91229,"Senior Engineer","Yahiko","Hebden","1997-10-03","1996-10-03","1965-01-01"
"9999-01-01",91256,"Staff","Gunilla","Milicic","1999-01-09","1998-01-09","1965-01-13"
"9999-01-01",91229,"Engineer","Yahiko","Hebden","1997-10-03","1996-10-03","1965-01-01"
"9999-01-01",91415,"Staff","Jamaludin","Nilsson","1988-01-15","1987-01-15","1965-01-04"
"9999-01-01",91333,"Staff","Lobel","Stafford","1999-11-29","1998-11-29","1965-01-27"
"9999-01-01",91415,"Senior Staff","Jamaludin","Nilsson","1988-01-15","1987-01-15","1965-01-04"
"9999-01-01",92438,"Senior Engineer","Aria","Kilgore","1990-02-27","1989-02-27","1965-01-04"
"9999-01-01",91648,"Staff","Dmitry","Msuda","1989-10-22","1988-10-22","1965-01-29"
"9999-01-01",91648,"Senior Staff","Dmitry","Msuda","1989-10-22","1988-10-22","1965-01-29"
"9999-01-01",92438,"Engineer","Aria","Kilgore","1990-02-27","1989-02-27","1965-01-04"
"9999-01-01",92454,"Senior Engineer","Visit","McFarlan","1988-10-21","1987-10-22","1965-01-24"
"9999-01-01",92454,"Engineer","Visit","McFarlan","1988-10-21","1987-10-22","1965-01-24"
"9999-01-01",92685,"Senior Staff","Mang","Atchley","1996-06-06","1995-06-07","1965-01-26"
"9999-01-01",92577,"Assistant Engineer","Zhanqiu","Farrow","2000-01-10","1999-01-10","1965-01-06"
"9999-01-01",93040,"Senior Engineer","Jaques","Kabayashi","1993-03-13","1992-03-13","1965-01-19"
"9999-01-01",92598,"Assistant Engineer","Ranga","Merro","1997-05-11","1996-05-11","1965-01-18"
"9999-01-01",92841,"Senior Staff","Claude","Candan","1994-08-04","1993-08-04","1965-01-22"
"9999-01-01",92846,"Staff","Anyuan","Kropatsch","1987-09-05","1986-09-05","1965-01-11"
"9999-01-01",92846,"Senior Staff","Anyuan","Kropatsch","1987-09-05","1986-09-05","1965-01-11"
"9999-01-01",93220,"Senior Engineer","Richara","Walston","1997-08-27","1996-08-27","1965-01-11"
"9999-01-01",92920,"Senior Engineer","Huei","Hutter","1994-01-28","1993-01-28","1965-01-20"
"9999-01-01",92920,"Engineer","Huei","Hutter","1994-01-28","1993-01-28","1965-01-20"
"9999-01-01",93278,"Senior Engineer","Magdalena","Penn","1998-01-04","1997-01-04","1965-02-01"
"9999-01-01",93278,"Engineer","Magdalena","Penn","1998-01-04","1997-01-04","1965-02-01"
"9999-01-01",94416,"Senior Staff","Aran","Cesareni","1991-02-10","1990-02-10","1965-01-01"
"9999-01-01",93549,"Staff","Arie","Coullard","1992-04-14","1991-04-15","1965-02-01"
"9999-01-01",93549,"Senior Staff","Arie","Coullard","1992-04-14","1991-04-15","1965-02-01"
"9999-01-01",93600,"Technique Leader","Kristina","Neimat","1989-04-18","1988-04-18","1965-01-13"
"9999-01-01",94331,"Technique Leader","Ramzi","Cronau","2000-09-02","1999-09-03","1965-01-26"
"9999-01-01",94761,"Senior Engineer","Hitofumi","Zaccaria","1989-11-22","1988-11-22","1965-01-27"
"9999-01-01",94761,"Engineer","Hitofumi","Zaccaria","1989-11-22","1988-11-22","1965-01-27"
"9999-01-01",94944,"Senior Engineer","Heping","Matheson","1989-06-24","1988-06-24","1965-01-13"
"9999-01-01",94944,"Engineer","Heping","Matheson","1989-06-24","1988-06-24","1965-01-13"
"9999-01-01",95286,"Senior Engineer","Kristin","Guerreiro","1990-08-23","1989-08-23","1965-01-18"
"9999-01-01",95286,"Engineer","Kristin","Guerreiro","1990-08-23","1989-08-23","1965-01-18"
"9999-01-01",95314,"Staff","Rasiah","Koblick","1992-08-20","1991-08-21","1965-01-22"
"9999-01-01",95314,"Senior Staff","Rasiah","Koblick","1992-08-20","1991-08-21","1965-01-22"
"9999-01-01",95406,"Engineer","Alair","Lyonns","1998-07-12","1997-07-12","1965-01-08"
"9999-01-01",95181,"Staff","Yishai","Cappelli","1998-01-30","1997-01-30","1965-01-28"
"9999-01-01",95416,"Engineer","Gianluca","Ramaiah","1994-11-29","1993-11-29","1965-01-13"
"9999-01-01",95509,"Engineer","Kristinn","Loncour","1996-02-08","1995-02-08","1965-01-11"
"9999-01-01",96767,"Senior Engineer","Arumugam","Vecchio","1986-08-14","1985-08-14","1965-01-07"
"9999-01-01",95920,"Staff","Nobuyoshi","Hegner","1995-09-07","1994-09-07","1965-01-19"
"9999-01-01",95920,"Senior Staff","Nobuyoshi","Hegner","1995-09-07","1994-09-07","1965-01-19"
"9999-01-01",96571,"Senior Engineer","Kokou","Garrabrants","1998-11-05","1997-11-05","1965-01-13"
"9999-01-01",96579,"Engineer","Mohan","Tasistro","1997-02-09","1996-02-10","1965-01-18"
"9999-01-01",96767,"Engineer","Arumugam","Vecchio","1986-08-14","1985-08-14","1965-01-07"
"9999-01-01",97018,"Senior Engineer","Jeanna","Chinen","1990-01-01","1989-01-01","1965-01-09"
"9999-01-01",97018,"Engineer","Jeanna","Chinen","1990-01-01","1989-01-01","1965-01-09"
"9999-01-01",97623,"Staff","Haldon","Janetzko","1991-09-11","1990-09-11","1965-01-25"
"9999-01-01",97623,"Senior Staff","Haldon","Janetzko","1991-09-11","1990-09-11","1965-01-25"
"9999-01-01",97661,"Staff","Avishai","Hegner","1994-05-08","1993-05-08","1965-01-31"
"9999-01-01",97661,"Senior Staff","Avishai","Hegner","1994-05-08","1993-05-08","1965-01-31"
"9999-01-01",98288,"Staff","Sumali","Huttel","1990-09-12","1989-09-12","1965-01-12"
"9999-01-01",98288,"Senior Staff","Sumali","Huttel","1990-09-12","1989-09-12","1965-01-12"
"9999-01-01",98306,"Senior Engineer","Ziya","Kadhim","1996-11-01","1995-11-02","1965-01-16"
"9999-01-01",98639,"Staff","Florina","Assaf","1997-05-18","1996-05-18","1965-01-29"
"9999-01-01",99373,"Staff","Xiaobin","Christianini","1986-12-25","1985-12-25","1965-01-13"
"9999-01-01",99057,"Staff","Shugo","Reeken","2000-06-20","1999-06-21","1965-01-30"
"9999-01-01",99373,"Senior Staff","Xiaobin","Christianini","1986-12-25","1985-12-25","1965-01-13"
"9999-01-01",99377,"Senior Engineer","Carrsten","Francisci","1992-06-15","1991-06-16","1965-01-18"
"9999-01-01",99654,"Staff","Mahendra","Motley","1986-09-28","1985-09-28","1965-01-30"
"9999-01-01",99654,"Senior Staff","Mahendra","Motley","1986-09-28","1985-09-28","1965-01-30"
"9999-01-01",100865,"Senior Engineer","Hisao","Peral","1991-10-03","1990-10-03","1965-01-19"
"9999-01-01",99590,"Staff","Dhritiman","Anily","1999-12-16","1998-12-16","1965-01-24"
"9999-01-01",100865,"Engineer","Hisao","Peral","1991-10-03","1990-10-03","1965-01-19"
"9999-01-01",101487,"Staff","Abdelaziz","Sury","1992-01-31","1991-01-31","1965-01-14"
"9999-01-01",100916,"Senior Engineer","Heejo","Aamodt","1993-04-22","1992-04-22","1965-01-18"
"9999-01-01",100916,"Engineer","Heejo","Aamodt","1993-04-22","1992-04-22","1965-01-18"
"9999-01-01",101487,"Senior Staff","Abdelaziz","Sury","1992-01-31","1991-01-31","1965-01-14"
"9999-01-01",101902,"Staff","Mantis","Millington","1992-03-17","1991-03-18","1965-01-14"
"9999-01-01",101647,"Staff","Mori","Homond","1995-05-10","1994-05-10","1965-01-22"
"9999-01-01",101647,"Senior Staff","Mori","Homond","1995-05-10","1994-05-10","1965-01-22"
"9999-01-01",101902,"Senior Staff","Mantis","Millington","1992-03-17","1991-03-18","1965-01-14"
"9999-01-01",103196,"Staff","Djenana","Albarhamtoshy","1989-07-16","1988-07-16","1965-01-16"
"9999-01-01",102620,"Engineer","Adin","Templeman","1998-12-10","1997-12-10","1965-01-03"
"9999-01-01",103196,"Senior Staff","Djenana","Albarhamtoshy","1989-07-16","1988-07-16","1965-01-16"
"9999-01-01",103310,"Staff","Visit","Swen","1996-10-01","1995-10-02","1965-01-07"
"9999-01-01",103342,"Engineer","Beshir","Hellwagner","1999-02-03","1998-02-03","1965-01-03"
"9999-01-01",103310,"Senior Staff","Visit","Swen","1996-10-01","1995-10-02","1965-01-07"
"9999-01-01",103316,"Senior Engineer","Susanne","Peternell","1995-07-27","1994-07-27","1965-01-03"
"9999-01-01",103316,"Engineer","Susanne","Peternell","1995-07-27","1994-07-27","1965-01-03"
"9999-01-01",103756,"Engineer","Heping","Halloran","1993-04-08","1992-04-08","1965-01-31"
"9999-01-01",103756,"Assistant Engineer","Heping","Halloran","1993-04-08","1992-04-08","1965-01-31"
"9999-01-01",104133,"Staff","Pranjal","Zyda","1992-07-02","1991-07-03","1965-01-31"
"9999-01-01",104133,"Senior Staff","Pranjal","Zyda","1992-07-02","1991-07-03","1965-01-31"
"9999-01-01",104845,"Staff","Werner","Lodder","1993-06-17","1992-06-17","1965-01-29"
"9999-01-01",104845,"Senior Staff","Werner","Lodder","1993-06-17","1992-06-17","1965-01-29"
"9999-01-01",105342,"Technique Leader","Kwun","Reeker","2000-07-28","1999-07-29","1965-01-01"
"9999-01-01",104988,"Senior Engineer","Parviz","Litzler","1993-08-08","1992-08-08","1965-01-07"
"9999-01-01",104988,"Engineer","Parviz","Litzler","1993-08-08","1992-08-08","1965-01-07"
"9999-01-01",105356,"Senior Engineer","Diederik","Matzov","1989-05-12","1988-05-12","1965-01-29"
"9999-01-01",105356,"Engineer","Diederik","Matzov","1989-05-12","1988-05-12","1965-01-29"
"9999-01-01",105432,"Senior Engineer","Mohamadou","Stafford","1996-09-11","1995-09-12","1965-01-08"
"9999-01-01",105432,"Engineer","Mohamadou","Stafford","1996-09-11","1995-09-12","1965-01-08"
"9999-01-01",105731,"Engineer","Sachem","Cromarty","1991-08-20","1990-08-20","1965-01-15"
"9999-01-01",105520,"Senior Staff","Haldun","Lienhardt","1988-01-29","1987-01-29","1965-01-01"
"9999-01-01",105731,"Assistant Engineer","Sachem","Cromarty","1991-08-20","1990-08-20","1965-01-15"
"9999-01-01",106096,"Senior Engineer","Naftali","Schurmann","1993-12-02","1992-12-02","1965-01-14"
"9999-01-01",106096,"Engineer","Naftali","Schurmann","1993-12-02","1992-12-02","1965-01-14"
"9999-01-01",106695,"Staff","Lijie","Garrabrants","1986-10-02","1985-10-02","1965-01-31"
"9999-01-01",106242,"Staff","Nevio","Thisen","1989-03-25","1988-03-25","1965-02-01"
"9999-01-01",106242,"Senior Staff","Nevio","Thisen","1989-03-25","1988-03-25","1965-02-01"
"9999-01-01",106695,"Senior Staff","Lijie","Garrabrants","1986-10-02","1985-10-02","1965-01-31"
"9999-01-01",106710,"Staff","Babette","Anandan","1987-11-22","1986-11-22","1965-01-31"
"9999-01-01",106710,"Senior Staff","Babette","Anandan","1987-11-22","1986-11-22","1965-01-31"
"9999-01-01",108091,"Staff","Hisao","Ghemri","1986-11-14","1985-11-14","1965-01-09"
"9999-01-01",107486,"Senior Engineer","Siamak","Luiz","1988-02-11","1987-02-11","1965-01-23"
"9999-01-01",107737,"Senior Engineer","Fabrizio","Chleq","2000-07-30","1999-07-31","1965-01-23"
"9999-01-01",107792,"Staff","Shahab","Crooks","1993-03-18","1992-03-18","1965-01-13"
"9999-01-01",107792,"Senior Staff","Shahab","Crooks","1993-03-18","1992-03-18","1965-01-13"
"9999-01-01",107828,"Staff","Ramya","Walston","1990-02-03","1989-02-03","1965-01-26"
"9999-01-01",107828,"Senior Staff","Ramya","Walston","1990-02-03","1989-02-03","1965-01-26"
"9999-01-01",108091,"Senior Staff","Hisao","Ghemri","1986-11-14","1985-11-14","1965-01-09"
"9999-01-01",108316,"Senior Engineer","Shai","Stellhorn","1993-05-21","1992-05-21","1965-01-02"
"9999-01-01",108198,"Staff","Randi","Samarati","1993-10-20","1992-10-20","1965-01-24"
"9999-01-01",108198,"Senior Staff","Randi","Samarati","1993-10-20","1992-10-20","1965-01-24"
"9999-01-01",108988,"Staff","Oksana","Baek","1990-07-20","1989-07-20","1965-01-19"
"9999-01-01",108988,"Senior Staff","Oksana","Baek","1990-07-20","1989-07-20","1965-01-19"
"9999-01-01",109062,"Senior Engineer","Jamaludin","Kandlur","1993-06-19","1992-06-19","1965-02-01"
"9999-01-01",109598,"Senior Staff","Stamatina","Auyong","1989-07-05","1988-07-05","1965-02-01"
"9999-01-01",109211,"Senior Engineer","Gor","Delgrande","1996-11-06","1995-11-07","1965-01-11"
"9999-01-01",109211,"Engineer","Gor","Delgrande","1996-11-06","1995-11-07","1965-01-11"
"9999-01-01",109252,"Technique Leader","Moty","Winter","1992-04-27","1991-04-28","1965-01-15"
"9999-01-01",109278,"Staff","Bangqing","Schach","1989-03-22","1988-03-22","1965-01-21"
"9999-01-01",109278,"Senior Staff","Bangqing","Schach","1989-03-22","1988-03-22","1965-01-21"
"9999-01-01",109620,"Staff","Mani","Cannata","1990-06-21","1989-06-21","1965-01-02"
"9999-01-01",109620,"Senior Staff","Mani","Cannata","1990-06-21","1989-06-21","1965-01-02"
"9999-01-01",109703,"Engineer","Arco","Walston","2000-08-15","1999-08-16","1965-01-17"
"9999-01-01",109552,"Engineer","Menkae","Etalle","1998-05-21","1997-05-21","1965-01-31"
"9999-01-01",109552,"Assistant Engineer","Menkae","Etalle","1998-05-21","1997-05-21","1965-01-31"
"9999-01-01",109953,"Staff","Godehard","Chorvat","1989-04-10","1988-04-10","1965-01-26"
"9999-01-01",109741,"Senior Engineer","Hatem","Fadgyas","1992-11-12","1991-11-13","1965-01-11"
"9999-01-01",109953,"Senior Staff","Godehard","Chorvat","1989-04-10","1988-04-10","1965-01-26"
"9999-01-01",200267,"Staff","Chuanti","Luff","1995-09-21","1994-09-21","1965-01-08"
"9999-01-01",200267,"Senior Staff","Chuanti","Luff","1995-09-21","1994-09-21","1965-01-08"
"9999-01-01",200735,"Staff","Dinah","Denos","1993-09-21","1992-09-21","1965-01-09"
"9999-01-01",200312,"Senior Engineer","Akemi","Fujisaki","1999-06-25","1998-06-25","1965-01-27"
"9999-01-01",200363,"Senior Engineer","Kirk","Quaggetto","1988-06-29","1987-06-30","1965-01-10"
"9999-01-01",200363,"Engineer","Kirk","Quaggetto","1988-06-29","1987-06-30","1965-01-10"
"9999-01-01",200735,"Senior Staff","Dinah","Denos","1993-09-21","1992-09-21","1965-01-09"
"9999-01-01",200789,"Staff","Susumu","Camurati","1992-12-14","1991-12-15","1965-01-14"
"9999-01-01",200789,"Senior Staff","Susumu","Camurati","1992-12-14","1991-12-15","1965-01-14"
"9999-01-01",201229,"Staff","Alejandra","Khasidashvili","1995-07-30","1994-07-30","1965-01-03"
"9999-01-01",201708,"Staff","Anneli","Perl","1993-09-08","1992-09-08","1965-01-15"
"9999-01-01",201708,"Senior Staff","Anneli","Perl","1993-09-08","1992-09-08","1965-01-15"
"9999-01-01",201709,"Staff","Fan","Kakkad","1989-02-24","1988-02-25","1965-01-01"
"9999-01-01",201709,"Senior Staff","Fan","Kakkad","1989-02-24","1988-02-25","1965-01-01"
"9999-01-01",201739,"Assistant Engineer","Genta","Terekhov","1999-07-21","1998-07-21","1965-01-16"
"9999-01-01",201801,"Senior Engineer","Waiman","Genin","1989-10-29","1988-10-30","1965-01-12"
"9999-01-01",201801,"Engineer","Waiman","Genin","1989-10-29","1988-10-30","1965-01-12"
"9999-01-01",202291,"Engineer","Ortrun","Schmiedel","1998-07-18","1997-07-18","1965-01-16"
"9999-01-01",201915,"Senior Engineer","Sudharsan","DeMori","1993-03-30","1992-03-30","1965-01-02"
"9999-01-01",201915,"Engineer","Sudharsan","DeMori","1993-03-30","1992-03-30","1965-01-02"
"9999-01-01",202403,"Engineer","Gully","Perko","2000-07-06","1999-07-07","1965-01-09"
"9999-01-01",202414,"Senior Staff","Zvonko","Murthy","1993-01-06","1992-01-07","1965-01-13"
"9999-01-01",203474,"Staff","Hugh","Jonsson","1992-07-05","1991-07-06","1965-01-03"
